Freq.	V(rho_over_pref)*I(R4)*freq/sqrt(2)
2.74100000000000e+003	(6.48291473760045e+001dB,6.68850362574948e+000°)
2.74200000000000e+003	(6.48251159186841e+001dB,6.21348486257814e+000°)
2.74300000000000e+003	(6.48207819001056e+001dB,5.73877973855062e+000°)
2.74400000000000e+003	(6.48161465492503e+001dB,5.26442486658465e+000°)
2.74500000000000e+003	(6.48112112145520e+001dB,4.79045660946398e+000°)
2.74600000000000e+003	(6.48059773625291e+001dB,4.31691105874769e+000°)
2.74700000000000e+003	(6.48004465763090e+001dB,3.84382401405924e+000°)
2.74800000000000e+003	(6.47946205540513e+001dB,3.37123096279672e+000°)
2.74900000000000e+003	(6.47885011072703e+001dB,2.89916706026132e+000°)
2.75000000000000e+003	(6.47820901590629e+001dB,2.42766711028506e+000°)
2.75100000000000e+003	(6.47753897422414e+001dB,1.95676554630550e+000°)
2.75200000000000e+003	(6.47684019973796e+001dB,1.48649641299010e+000°)
2.75300000000000e+003	(6.47611291707714e+001dB,1.01689334836075e+000°)
2.75400000000000e+003	(6.47535736123090e+001dB,5.47989566483425e-001°)
2.75500000000000e+003	(6.47457377732822e+001dB,7.98178407377394e-002°)
2.75600000000000e+003	(6.47376242041054e+001dB,-3.87589512346138e-001°)
2.75700000000000e+003	(6.47292355519743e+001dB,-8.54200648639503e-001°)
2.75800000000000e+003	(6.47205745584571e+001dB,-1.31998421134172e+000°)
2.75900000000000e+003	(6.47116440570253e+001dB,-1.78490934529261e+000°)
2.76000000000000e+003	(6.47024469705274e+001dB,-2.24894571062893e+000°)
2.76100000000000e+003	(6.46929863086108e+001dB,-2.71206349579432e+000°)
2.76200000000000e+003	(6.46832651650957e+001dB,-3.17423342990106e+000°)
2.76300000000000e+003	(6.46732867153054e+001dB,-3.63542679440490e+000°)
2.76400000000000e+003	(6.46630542133572e+001dB,-4.09561543412508e+000°)
2.76500000000000e+003	(6.46525709894201e+001dB,-4.55477176757527e+000°)
2.76600000000000e+003	(6.46418404469412e+001dB,-5.01286879662672e+000°)
2.76700000000000e+003	(6.46308660598467e+001dB,-5.46988011548148e+000°)
2.76800000000000e+003	(6.46196513697215e+001dB,-5.92577991897219e+000°)
2.76900000000000e+003	(6.46081999829713e+001dB,-6.38054301017624e+000°)
2.77000000000000e+003	(6.45965155679726e+001dB,-6.83414480735957e+000°)
2.77100000000000e+003	(6.45846018522133e+001dB,-7.28656135024835e+000°)
2.77200000000000e+003	(6.45724626194283e+001dB,-7.73776930561998e+000°)
2.77300000000000e+003	(6.45601017067351e+001dB,-8.18774597225381e+000°)
2.77400000000000e+003	(6.45475230017726e+001dB,-8.63646928521089e+000°)
2.77500000000000e+003	(6.45347304398464e+001dB,-9.08391781947094e+000°)
2.77600000000000e+003	(6.45217280010845e+001dB,-9.53007079294211e+000°)
2.77700000000000e+003	(6.45085197076085e+001dB,-9.97490806883417e+000°)
2.77800000000000e+003	(6.44951096207211e+001dB,-1.04184101574166e+001°)
2.77900000000000e+003	(6.44815018381153e+001dB,-1.08605582171900e+001°)
2.78000000000000e+003	(6.44677004911078e+001dB,-1.13013340554422e+001°)
2.78100000000000e+003	(6.44537097418993e+001dB,-1.17407201282436e+001°)
2.78200000000000e+003	(6.44395337808650e+001dB,-1.21786995398930e+001°)
2.78300000000000e+003	(6.44251768238792e+001dB,-1.26152560417777e+001°)
2.78400000000000e+003	(6.44106431096730e+001dB,-1.30503740307445e+001°)
2.78500000000000e+003	(6.43959368972333e+001dB,-1.34840385469236e+001°)
2.78600000000000e+003	(6.43810624632387e+001dB,-1.39162352710747e+001°)
2.78700000000000e+003	(6.43660240995420e+001dB,-1.43469505214368e+001°)
2.78800000000000e+003	(6.43508261106935e+001dB,-1.47761712501142e+001°)
2.78900000000000e+003	(6.43354728115142e+001dB,-1.52038850390249e+001°)
2.79000000000000e+003	(6.43199685247147e+001dB,-1.56300800954054e+001°)
2.79100000000000e+003	(6.43043175785668e+001dB,-1.60547452469095e+001°)
2.79200000000000e+003	(6.42885243046244e+001dB,-1.64778699363120e+001°)
2.79300000000000e+003	(6.42725930354981e+001dB,-1.68994442158393e+001°)
2.79400000000000e+003	(6.42565281026846e+001dB,-1.73194587411347e+001°)
2.79500000000000e+003	(6.42403338344504e+001dB,-1.77379047648912e+001°)
2.79600000000000e+003	(6.42240145537716e+001dB,-1.81547741301567e+001°)
2.79700000000000e+003	(6.42075745763314e+001dB,-1.85700592633333e+001°)
2.79800000000000e+003	(6.41910182085739e+001dB,-1.89837531669032e+001°)
2.79900000000000e+003	(6.41743497458182e+001dB,-1.93958494118752e+001°)
2.80000000000000e+003	(6.41575734704288e+001dB,-1.98063421299746e+001°)
2.80100000000000e+003	(6.41406936500470e+001dB,-2.02152260056207e+001°)
2.80200000000000e+003	(6.41237145358792e+001dB,-2.06224962676713e+001°)
2.80300000000000e+003	(6.41066403610478e+001dB,-2.10281486809687e+001°)
2.80400000000000e+003	(6.40894753389981e+001dB,-2.14321795377054e+001°)
2.80500000000000e+003	(6.40722236619668e+001dB,-2.18345856486364e+001°)
2.80600000000000e+003	(6.40548894995074e+001dB,-2.22353643341144e+001°)
2.80700000000000e+003	(6.40374769970779e+001dB,-2.26345134150116e+001°)
2.80800000000000e+003	(6.40199902746824e+001dB,-2.30320312035114e+001°)
2.80900000000000e+003	(6.40024334255753e+001dB,-2.34279164937984e+001°)
2.81000000000000e+003	(6.39848105150190e+001dB,-2.38221685526552e+001°)
2.81100000000000e+003	(6.39671255791021e+001dB,-2.42147871099788e+001°)
2.81200000000000e+003	(6.39493826236102e+001dB,-2.46057723492471e+001°)
2.81300000000000e+003	(6.39315856229568e+001dB,-2.49951248979156e+001°)
2.81400000000000e+003	(6.39137385191641e+001dB,-2.53828458177893e+001°)
2.81500000000000e+003	(6.38958452209027e+001dB,-2.57689365953608e+001°)
2.81600000000000e+003	(6.38779096025801e+001dB,-2.61533991321435e+001°)
2.81700000000000e+003	(6.38599355034840e+001dB,-2.65362357349960e+001°)
2.81800000000000e+003	(6.38419267269769e+001dB,-2.69174491064440e+001°)
2.81900000000000e+003	(6.38238870397398e+001dB,-2.72970423350436e+001°)
2.82000000000000e+003	(6.38058201710655e+001dB,-2.76750188857499e+001°)
2.82100000000000e+003	(6.37877298122009e+001dB,-2.80513825903364e+001°)
2.82200000000000e+003	(6.37696196157359e+001dB,-2.84261376378528e+001°)
2.82300000000000e+003	(6.37514931950378e+001dB,-2.87992885651410e+001°)
2.82400000000000e+003	(6.37333541237311e+001dB,-2.91708402474196e+001°)
2.82500000000000e+003	(6.37152059352217e+001dB,-2.95407978889211e+001°)
2.82600000000000e+003	(6.36970521222622e+001dB,-2.99091670136279e+001°)
2.82700000000000e+003	(6.36788961365604e+001dB,-3.02759534560724e+001°)
2.82800000000000e+003	(6.36607413884258e+001dB,-3.06411633522455e+001°)
2.82900000000000e+003	(6.36425912464579e+001dB,-3.10048031305904e+001°)
2.83000000000000e+003	(6.36244490372694e+001dB,-3.13668795030993e+001°)
2.83100000000000e+003	(6.36063180452491e+001dB,-3.17273994565222e+001°)
2.83200000000000e+003	(6.35882015123578e+001dB,-3.20863702436833e+001°)
2.83300000000000e+003	(6.35701026379602e+001dB,-3.24437993749102e+001°)
2.83400000000000e+003	(6.35520245786883e+001dB,-3.27996946096001e+001°)
2.83500000000000e+003	(6.35339704483393e+001dB,-3.31540639478832e+001°)
2.83600000000000e+003	(6.35159433178011e+001dB,-3.35069156224407e+001°)
2.83700000000000e+003	(6.34979462150104e+001dB,-3.38582580904341e+001°)
2.83800000000000e+003	(6.34799821249376e+001dB,-3.42081000255753e+001°)
2.83900000000000e+003	(6.34620539895997e+001dB,-3.45564503103352e+001°)
2.84000000000000e+003	(6.34441647080992e+001dB,-3.49033180282840e+001°)
2.84100000000000e+003	(6.34263171366886e+001dB,-3.52487124565754e+001°)
2.84200000000000e+003	(6.34085140888588e+001dB,-3.55926430585653e+001°)
2.84300000000000e+003	(6.33907583354509e+001dB,-3.59351194765883e+001°)
2.84400000000000e+003	(6.33730526047889e+001dB,-3.62761515248598e+001°)
2.84500000000000e+003	(6.33553995828354e+001dB,-3.66157491825347e+001°)
2.84600000000000e+003	(6.33378019133651e+001dB,-3.69539225869095e+001°)
2.84700000000000e+003	(6.33202621981597e+001dB,-3.72906820267648e+001°)
2.84800000000000e+003	(6.33027829972181e+001dB,-3.76260379358610e+001°)
2.84900000000000e+003	(6.32853668289865e+001dB,-3.79600008865757e+001°)
2.85000000000000e+003	(6.32680161706028e+001dB,-3.82925815836879e+001°)
2.85100000000000e+003	(6.32507334581580e+001dB,-3.86237908583082e+001°)
2.85200000000000e+003	(6.32335210869693e+001dB,-3.89536396619581e+001°)
2.85300000000000e+003	(6.32163814118706e+001dB,-3.92821390607830e+001°)
2.85400000000000e+003	(6.31993167475129e+001dB,-3.96093002299237e+001°)
2.85500000000000e+003	(6.31823293686778e+001dB,-3.99351344480151e+001°)
2.85600000000000e+003	(6.31654215106020e+001dB,-4.02596530918462e+001°)
2.85700000000000e+003	(6.31485953693131e+001dB,-4.05828676311380e+001°)
2.85800000000000e+003	(6.31318531019732e+001dB,-4.09047896234855e+001°)
2.85900000000000e+003	(6.31151968272341e+001dB,-4.12254307094119e+001°)
2.86000000000000e+003	(6.30986286255987e+001dB,-4.15448026075846e+001°)
2.86100000000000e+003	(6.30821505397913e+001dB,-4.18629171101491e+001°)
2.86200000000000e+003	(6.30657645751345e+001dB,-4.21797860782051e+001°)
2.86300000000000e+003	(6.30494726999328e+001dB,-4.24954214374133e+001°)
2.86400000000000e+003	(6.30332768458619e+001dB,-4.28098351737262e+001°)
2.86500000000000e+003	(6.30171789083627e+001dB,-4.31230393292590e+001°)
2.86600000000000e+003	(6.30011807470417e+001dB,-4.34350459982788e+001°)
2.86700000000000e+003	(6.29852841860732e+001dB,-4.37458673233189e+001°)
2.86800000000000e+003	(6.29694910146076e+001dB,-4.40555154914213e+001°)
2.86900000000000e+003	(6.29538029871803e+001dB,-4.43640027304920e+001°)
2.87000000000000e+003	(6.29382218241263e+001dB,-4.46713413057847e+001°)
2.87100000000000e+003	(6.29227492119944e+001dB,-4.49775435164941e+001°)
2.87200000000000e+003	(6.29073868039642e+001dB,-4.52826216924637e+001°)
2.87300000000000e+003	(6.28921362202648e+001dB,-4.55865881910123e+001°)
2.87400000000000e+003	(6.28769990485949e+001dB,-4.58894553938668e+001°)
2.87500000000000e+003	(6.28619768445412e+001dB,-4.61912357042035e+001°)
2.87600000000000e+003	(6.28470711320001e+001dB,-4.64919415437962e+001°)
2.87700000000000e+003	(6.28322834035975e+001dB,-4.67915853502676e+001°)
2.87800000000000e+003	(6.28176151211082e+001dB,-4.70901795744448e+001°)
2.87900000000000e+003	(6.28030677158749e+001dB,-4.73877366778146e+001°)
2.88000000000000e+003	(6.27886425892265e+001dB,-4.76842691300743e+001°)
2.88100000000000e+003	(6.27743411128942e+001dB,-4.79797894067791e+001°)
2.88200000000000e+003	(6.27601646294268e+001dB,-4.82743099870856e+001°)
2.88300000000000e+003	(6.27461144526035e+001dB,-4.85678433515793e+001°)
2.88400000000000e+003	(6.27321918678447e+001dB,-4.88604019802029e+001°)
2.88500000000000e+003	(6.27183981326210e+001dB,-4.91519983502620e+001°)
2.88600000000000e+003	(6.27047344768590e+001dB,-4.94426449345222e+001°)
2.88700000000000e+003	(6.26912021033439e+001dB,-4.97323541993829e+001°)
2.88800000000000e+003	(6.26778021881208e+001dB,-5.00211386031375e+001°)
2.88900000000000e+003	(6.26645358808907e+001dB,-5.03090105943160e+001°)
2.89000000000000e+003	(6.26514043054051e+001dB,-5.05959826100934e+001°)
2.89100000000000e+003	(6.26384085598552e+001dB,-5.08820670747822e+001°)
2.89200000000000e+003	(6.26255497172594e+001dB,-5.11672763984004e+001°)
2.89300000000000e+003	(6.26128288258451e+001dB,-5.14516229752999e+001°)
2.89400000000000e+003	(6.26002469094285e+001dB,-5.17351191828727e+001°)
2.89500000000000e+003	(6.25878049677880e+001dB,-5.20177773803286e+001°)
2.89600000000000e+003	(6.25755039770361e+001dB,-5.22996099075260e+001°)
2.89700000000000e+003	(6.25633448899845e+001dB,-5.25806290838753e+001°)
2.89800000000000e+003	(6.25513286365067e+001dB,-5.28608472073084e+001°)
2.89900000000000e+003	(6.25394561238949e+001dB,-5.31402765532968e+001°)
2.90000000000000e+003	(6.25277282372129e+001dB,-5.34189293739374e+001°)
2.90100000000000e+003	(6.25161458396442e+001dB,-5.36968178970964e+001°)
2.90200000000000e+003	(6.25047097728357e+001dB,-5.39739543255988e+001°)
2.90300000000000e+003	(6.24934208572356e+001dB,-5.42503508364871e+001°)
2.90400000000000e+003	(6.24822798924281e+001dB,-5.45260195803160e+001°)
2.90500000000000e+003	(6.24712876574614e+001dB,-5.48009726805082e+001°)
2.90600000000000e+003	(6.24604449111721e+001dB,-5.50752222327594e+001°)
2.90700000000000e+003	(6.24497523925041e+001dB,-5.53487803044837e+001°)
2.90800000000000e+003	(6.24392108208222e+001dB,-5.56216589343132e+001°)
2.90900000000000e+003	(6.24288208962208e+001dB,-5.58938701316369e+001°)
2.91000000000000e+003	(6.24185832998288e+001dB,-5.61654258761875e+001°)
2.91100000000000e+003	(6.24084986941060e+001dB,-5.64363381176668e+001°)
2.91200000000000e+003	(6.23985677231389e+001dB,-5.67066187754114e+001°)
2.91300000000000e+003	(6.23887910129273e+001dB,-5.69762797381017e+001°)
2.91400000000000e+003	(6.23791691716684e+001dB,-5.72453328635071e+001°)
2.91500000000000e+003	(6.23697027900343e+001dB,-5.75137899782632e+001°)
2.91600000000000e+003	(6.23603924414449e+001dB,-5.77816628776940e+001°)
2.91700000000000e+003	(6.23512386823353e+001dB,-5.80489633256616e+001°)
2.91800000000000e+003	(6.23422420524184e+001dB,-5.83157030544514e+001°)
2.91900000000000e+003	(6.23334030749420e+001dB,-5.85818937646850e+001°)
2.92000000000000e+003	(6.23247222569408e+001dB,-5.88475471252759e+001°)
2.92100000000000e+003	(6.23162000894832e+001dB,-5.91126747734017e+001°)
2.92200000000000e+003	(6.23078370479133e+001dB,-5.93772883145105e+001°)
2.92300000000000e+003	(6.22996335920864e+001dB,-5.96413993223590e+001°)
2.92400000000000e+003	(6.22915901666018e+001dB,-5.99050193390703e+001°)
2.92500000000000e+003	(6.22837072010279e+001dB,-6.01681598752218e+001°)
2.92600000000000e+003	(6.22759851101242e+001dB,-6.04308324099594e+001°)
2.92700000000000e+003	(6.22684242940561e+001dB,-6.06930483911266e+001°)
2.92800000000000e+003	(6.22610251386071e+001dB,-6.09548192354319e+001°)
2.92900000000000e+003	(6.22537880153841e+001dB,-6.12161563286208e+001°)
2.93000000000000e+003	(6.22467132820184e+001dB,-6.14770710256854e+001°)
2.93100000000000e+003	(6.22398012823614e+001dB,-6.17375746510780e+001°)
2.93200000000000e+003	(6.22330523466761e+001dB,-6.19976784989608e+001°)
2.93300000000000e+003	(6.22264667918216e+001dB,-6.22573938334611e+001°)
2.93400000000000e+003	(6.22200449214359e+001dB,-6.25167318889499e+001°)
2.93500000000000e+003	(6.22137870261107e+001dB,-6.27757038703381e+001°)
2.93600000000000e+003	(6.22076933835628e+001dB,-6.30343209533887e+001°)
2.93700000000000e+003	(6.22017642588011e+001dB,-6.32925942850409e+001°)
2.93800000000000e+003	(6.21959999042871e+001dB,-6.35505349837556e+001°)
2.93900000000000e+003	(6.21904005600923e+001dB,-6.38081541398693e+001°)
2.94000000000000e+003	(6.21849664540501e+001dB,-6.40654628159631e+001°)
2.94100000000000e+003	(6.21796978019030e+001dB,-6.43224720472486e+001°)
2.94200000000000e+003	(6.21745948074445e+001dB,-6.45791928419607e+001°)
2.94300000000000e+003	(6.21696576626577e+001dB,-6.48356361817576e+001°)
2.94400000000000e+003	(6.21648865478481e+001dB,-6.50918130221518e+001°)
2.94500000000000e+003	(6.21602816317721e+001dB,-6.53477342929236e+001°)
2.94600000000000e+003	(6.21558430717612e+001dB,-6.56034108985665e+001°)
2.94700000000000e+003	(6.21515710138408e+001dB,-6.58588537187287e+001°)
2.94800000000000e+003	(6.21474655928455e+001dB,-6.61140736086727e+001°)
2.94900000000000e+003	(6.21435269325296e+001dB,-6.63690813997327e+001°)
2.95000000000000e+003	(6.21397551456725e+001dB,-6.66238878997891e+001°)
2.95100000000000e+003	(6.21361503341796e+001dB,-6.68785038937442e+001°)
2.95200000000000e+003	(6.21327125891810e+001dB,-6.71329401440044e+001°)
2.95300000000000e+003	(6.21294419911221e+001dB,-6.73872073909714e+001°)
2.95400000000000e+003	(6.21263386098529e+001dB,-6.76413163535363e+001°)
2.95500000000000e+003	(6.21234025047118e+001dB,-6.78952777295796e+001°)
2.95600000000000e+003	(6.21206337246045e+001dB,-6.81491021964747e+001°)
2.95700000000000e+003	(6.21180323080800e+001dB,-6.84028004115963e+001°)
2.95800000000000e+003	(6.21155982834012e+001dB,-6.86563830128326e+001°)
2.95900000000000e+003	(6.21133316686116e+001dB,-6.89098606190987e+001°)
2.96000000000000e+003	(6.21112324715975e+001dB,-6.91632438308532e+001°)
2.96100000000000e+003	(6.21093006901476e+001dB,-6.94165432306211e+001°)
2.96200000000000e+003	(6.21075363120059e+001dB,-6.96697693835072e+001°)
2.96300000000000e+003	(6.21059393149215e+001dB,-6.99229328377272e+001°)
2.96400000000000e+003	(6.21045096666961e+001dB,-7.01760441251223e+001°)
2.96500000000000e+003	(6.21032473252242e+001dB,-7.04291137616888e+001°)
2.96600000000000e+003	(6.21021522385318e+001dB,-7.06821522480965e+001°)
2.96700000000000e+003	(6.21012243448093e+001dB,-7.09351700702153e+001°)
2.96800000000000e+003	(6.21004635724419e+001dB,-7.11881776996338e+001°)
2.96900000000000e+003	(6.20998698400349e+001dB,-7.14411855941826e+001°)
2.97000000000000e+003	(6.20994430564351e+001dB,-7.16942041984510e+001°)
2.97100000000000e+003	(6.20991831207486e+001dB,-7.19472439443052e+001°)
2.97200000000000e+003	(6.20990899223550e+001dB,-7.22003152514016e+001°)
2.97300000000000e+003	(6.20991633409164e+001dB,-7.24534285276994e+001°)
2.97400000000000e+003	(6.20994032463834e+001dB,-7.27065941699676e+001°)
2.97500000000000e+003	(6.20998094989979e+001dB,-7.29598225642927e+001°)
2.97600000000000e+003	(6.21003819492896e+001dB,-7.32131240865733e+001°)
2.97700000000000e+003	(6.21011204380714e+001dB,-7.34665091030219e+001°)
2.97800000000000e+003	(6.21020247964298e+001dB,-7.37199879706530e+001°)
2.97900000000000e+003	(6.21030948457103e+001dB,-7.39735710377705e+001°)
2.98000000000000e+003	(6.21043303975008e+001dB,-7.42272686444453e+001°)
2.98100000000000e+003	(6.21057312536110e+001dB,-7.44810911229950e+001°)
2.98200000000000e+003	(6.21072972060463e+001dB,-7.47350487984458e+001°)
2.98300000000000e+003	(6.21090280369798e+001dB,-7.49891519889986e+001°)
2.98400000000000e+003	(6.21109235187195e+001dB,-7.52434110064787e+001°)
2.98500000000000e+003	(6.21129834136725e+001dB,-7.54978361567849e+001°)
2.98600000000000e+003	(6.21152074743045e+001dB,-7.57524377403272e+001°)
2.98700000000000e+003	(6.21175954430965e+001dB,-7.60072260524562e+001°)
2.98800000000000e+003	(6.21201470524970e+001dB,-7.62622113838822e+001°)
2.98900000000000e+003	(6.21228620248713e+001dB,-7.65174040210935e+001°)
2.99000000000000e+003	(6.21257400724464e+001dB,-7.67728142467492e+001°)
2.99100000000000e+003	(6.21287808972524e+001dB,-7.70284523400788e+001°)
2.99200000000000e+003	(6.21319841910607e+001dB,-7.72843285772589e+001°)
2.99300000000000e+003	(6.21353496353179e+001dB,-7.75404532317868e+001°)
2.99400000000000e+003	(6.21388769010764e+001dB,-7.77968365748387e+001°)
2.99500000000000e+003	(6.21425656489213e+001dB,-7.80534888756156e+001°)
2.99600000000000e+003	(6.21464155288937e+001dB,-7.83104204016792e+001°)
2.99700000000000e+003	(6.21504261804105e+001dB,-7.85676414192766e+001°)
2.99800000000000e+003	(6.21545972321799e+001dB,-7.88251621936438e+001°)
2.99900000000000e+003	(6.21589283021147e+001dB,-7.90829929893079e+001°)
3.00000000000000e+003	(6.21634189972406e+001dB,-7.93411440703624e+001°)
3.00100000000000e+003	(6.21680689136022e+001dB,-7.95996257007377e+001°)
3.00200000000000e+003	(6.21728776361637e+001dB,-7.98584481444522e+001°)
3.00300000000000e+003	(6.21778447387083e+001dB,-8.01176216658453e+001°)
3.00400000000000e+003	(6.21829697837322e+001dB,-8.03771565298012e+001°)
3.00500000000000e+003	(6.21882523223362e+001dB,-8.06370630019501e+001°)
3.00600000000000e+003	(6.21936918941137e+001dB,-8.08973513488534e+001°)
3.00700000000000e+003	(6.21992880270341e+001dB,-8.11580318381746e+001°)
3.00800000000000e+003	(6.22050402373245e+001dB,-8.14191147388279e+001°)
3.00900000000000e+003	(6.22109480293463e+001dB,-8.16806103211086e+001°)
3.01000000000000e+003	(6.22170108954700e+001dB,-8.19425288568089e+001°)
3.01100000000000e+003	(6.22232283159449e+001dB,-8.22048806193052e+001°)
3.01200000000000e+003	(6.22295997587666e+001dB,-8.24676758836329e+001°)
3.01300000000000e+003	(6.22361246795410e+001dB,-8.27309249265375e+001°)
3.01400000000000e+003	(6.22428025213441e+001dB,-8.29946380265015e+001°)
3.01500000000000e+003	(6.22496327145798e+001dB,-8.32588254637522e+001°)
3.01600000000000e+003	(6.22566146768328e+001dB,-8.35234975202468e+001°)
3.01700000000000e+003	(6.22637478127200e+001dB,-8.37886644796306e+001°)
3.01800000000000e+003	(6.22710315137375e+001dB,-8.40543366271736e+001°)
3.01900000000000e+003	(6.22784651581040e+001dB,-8.43205242496834e+001°)
3.02000000000000e+003	(6.22860481106026e+001dB,-8.45872376353907e+001°)
3.02100000000000e+003	(6.22937797224179e+001dB,-8.48544870738070e+001°)
3.02200000000000e+003	(6.23016593309704e+001dB,-8.51222828555593e+001°)
3.02300000000000e+003	(6.23096862597487e+001dB,-8.53906352721971e+001°)
3.02400000000000e+003	(6.23178598181367e+001dB,-8.56595546159651e+001°)
3.02500000000000e+003	(6.23261793012403e+001dB,-8.59290511795565e+001°)
3.02600000000000e+003	(6.23346439897090e+001dB,-8.61991352558279e+001°)
3.02700000000000e+003	(6.23432531495551e+001dB,-8.64698171374877e+001°)
3.02800000000000e+003	(6.23520060319709e+001dB,-8.67411071167549e+001°)
3.02900000000000e+003	(6.23609018731426e+001dB,-8.70130154849837e+001°)
3.03000000000000e+003	(6.23699398940601e+001dB,-8.72855525322533e+001°)
3.03100000000000e+003	(6.23791193003266e+001dB,-8.75587285469294e+001°)
3.03200000000000e+003	(6.23884392819627e+001dB,-8.78325538151867e+001°)
3.03300000000000e+003	(6.23978990132108e+001dB,-8.81070386204998e+001°)
3.03400000000000e+003	(6.24074976523339e+001dB,-8.83821932430933e+001°)
3.03500000000000e+003	(6.24172343414148e+001dB,-8.86580279593619e+001°)
3.03600000000000e+003	(6.24271082061505e+001dB,-8.89345530412479e+001°)
3.03700000000000e+003	(6.24371183556463e+001dB,-8.92117787555811e+001°)
3.03800000000000e+003	(6.24472638822049e+001dB,-8.94897153633776e+001°)
3.03900000000000e+003	(6.24575438611168e+001dB,-8.97683731191059e+001°)
3.04000000000000e+003	(6.24679573504461e+001dB,-9.00477622699009e+001°)
3.04100000000000e+003	(6.24785033908147e+001dB,-9.03278930547446e+001°)
3.04200000000000e+003	(6.24891810051853e+001dB,-9.06087757036002e+001°)
3.04300000000000e+003	(6.24999891986414e+001dB,-9.08904204365021e+001°)
3.04400000000000e+003	(6.25109269581673e+001dB,-9.11728374626016e+001°)
3.04500000000000e+003	(6.25219932524246e+001dB,-9.14560369791690e+001°)
3.04600000000000e+003	(6.25331870315281e+001dB,-9.17400291705464e+001°)
3.04700000000000e+003	(6.25445072268211e+001dB,-9.20248242070516e+001°)
3.04800000000000e+003	(6.25559527506476e+001dB,-9.23104322438402e+001°)
3.04900000000000e+003	(6.25675224961244e+001dB,-9.25968634197106e+001°)
3.05000000000000e+003	(6.25792153369128e+001dB,-9.28841278558624e+001°)
3.05100000000000e+003	(6.25910301269881e+001dB,-9.31722356546016e+001°)
3.05200000000000e+003	(6.26029657004093e+001dB,-9.34611968979984e+001°)
3.05300000000000e+003	(6.26150208710876e+001dB,-9.37510216464837e+001°)
3.05400000000000e+003	(6.26271944325549e+001dB,-9.40417199373988e+001°)
3.05500000000000e+003	(6.26394851577320e+001dB,-9.43333017834834e+001°)
3.05600000000000e+003	(6.26518917986967e+001dB,-9.46257771713152e+001°)
3.05700000000000e+003	(6.26644130864520e+001dB,-9.49191560596841e+001°)
3.05800000000000e+003	(6.26770477306932e+001dB,-9.52134483779136e+001°)
3.05900000000000e+003	(6.26897944195784e+001dB,-9.55086640241209e+001°)
3.06000000000000e+003	(6.27026518194971e+001dB,-9.58048128634188e+001°)
3.06100000000000e+003	(6.27156185748404e+001dB,-9.61019047260569e+001°)
3.06200000000000e+003	(6.27286933077724e+001dB,-9.63999494054953e+001°)
3.06300000000000e+003	(6.27418746180034e+001dB,-9.66989566564259e+001°)
3.06400000000000e+003	(6.27551610825627e+001dB,-9.69989361927188e+001°)
3.06500000000000e+003	(6.27685512555758e+001dB,-9.72998976853131e+001°)
3.06600000000000e+003	(6.27820436680415e+001dB,-9.76018507600380e+001°)
3.06700000000000e+003	(6.27956368276123e+001dB,-9.79048049953668e+001°)
3.06800000000000e+003	(6.28093292183766e+001dB,-9.82087699201073e+001°)
3.06900000000000e+003	(6.28231193006446e+001dB,-9.85137550110222e+001°)
3.07000000000000e+003	(6.28370055107355e+001dB,-9.88197696903811e+001°)
3.07100000000000e+003	(6.28509862607707e+001dB,-9.91268233234420e+001°)
3.07200000000000e+003	(6.28650599384678e+001dB,-9.94349252158637e+001°)
3.07300000000000e+003	(6.28792249069403e+001dB,-9.97440846110501e+001°)
3.07400000000000e+003	(6.28934795045013e+001dB,-1.00054310687416e+002°)
3.07500000000000e+003	(6.29078220444707e+001dB,-1.00365612555589e+002°)
3.07600000000000e+003	(6.29222508149887e+001dB,-1.00677999255532e+002°)
3.07700000000000e+003	(6.29367640788338e+001dB,-1.00991479753599e+002°)
3.07800000000000e+003	(6.29513600732460e+001dB,-1.01306062939506e+002°)
3.07900000000000e+003	(6.29660370097566e+001dB,-1.01621757623242e+002°)
3.08000000000000e+003	(6.29807930740241e+001dB,-1.01938572531897e+002°)
3.08100000000000e+003	(6.29956264256762e+001dB,-1.02256516306413e+002°)
3.08200000000000e+003	(6.30105351981604e+001dB,-1.02575597498266e+002°)
3.08300000000000e+003	(6.30255174985999e+001dB,-1.02895824566071e+002°)
3.08400000000000e+003	(6.30405714076589e+001dB,-1.03217205872108e+002°)
3.08500000000000e+003	(6.30556949794157e+001dB,-1.03539749678771e+002°)
3.08600000000000e+003	(6.30708862412441e+001dB,-1.03863464144951e+002°)
3.08700000000000e+003	(6.30861431937050e+001dB,-1.04188357322336e+002°)
3.08800000000000e+003	(6.31014638104467e+001dB,-1.04514437151629e+002°)
3.08900000000000e+003	(6.31168460381142e+001dB,-1.04841711458708e+002°)
3.09000000000000e+003	(6.31322877962719e+001dB,-1.05170187950693e+002°)
3.09100000000000e+003	(6.31477869773339e+001dB,-1.05499874211948e+002°)
3.09200000000000e+003	(6.31633414465084e+001dB,-1.05830777700011e+002°)
3.09300000000000e+003	(6.31789490417521e+001dB,-1.06162905741440e+002°)
3.09400000000000e+003	(6.31946075737378e+001dB,-1.06496265527595e+002°)
3.09500000000000e+003	(6.32103148258350e+001dB,-1.06830864110346e+002°)
3.09600000000000e+003	(6.32260685541034e+001dB,-1.07166708397706e+002°)
3.09700000000000e+003	(6.32418664873000e+001dB,-1.07503805149397e+002°)
3.09800000000000e+003	(6.32577063269028e+001dB,-1.07842160972349e+002°)
